scenario_key,importer,commodity,year,shock_rank,baseline_imports,supplier_count,largest_supplier_share,top3_supplier_share,top5_supplier_share,HHI,entropy,normalized_entropy,import_dependence,calorie_share,protein_share,lost_supply,shock_loss_share,remaining_import_share,replacement_rate,total_replacement,tier1_replacement,tier2_replacement,tier3_replacement,tier1_replacement_share,tier2_replacement_share,tier3_replacement_share,unreplaced_supply,unreplaced_loss_share,residual_import_share,new_origin_share,new_origin_required,historical_supplier_required,type,resilience_profile,capacity_status
40_Rice_2022_R1,40,Rice,2022,1,373.94000000000005,3.0,0.7212921859121784,1.0,1.0,0.5696134361892519,0.7452795666217731,0.6783826963425872,1.0425531914893618,0.0097207647211986,0.0066436112122315,269.72,0.7212921859121784,0.2787078140878216,1.0,269.72,269.72,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2010_R1,40,Sugar,2010,1,556.0,3.0,0.9424460431654677,1.0,1.0,0.8899642875627556,0.2582589995513701,0.2350774720210598,-0.0211382113821138,0.1128084947858733,0.0007228044813877,524.0,0.9424460431654677,0.0575539568345323,,,,,,,,,524.0,0.9424460431654677,0.05755395683453235,,0,0,capacity_history_insufficient,,capacity_history_insufficient
40_Sugar_2011_R1,40,Sugar,2011,1,12623.0,3.0,0.9488235760120416,1.0,1.0,0.9027280566592236,0.2090302459048038,0.1902675293740063,0.0512820512820512,0.1123382770590091,0.000716910117394,11977.0,0.9488235760120416,0.0511764239879585,1.0,11977.0,11977.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2012_R1,40,Sugar,2012,1,85171.0,3.0,0.6123915417219477,1.0,1.0,0.5149496455586194,0.7272312393268237,0.6619544008637244,-0.0203442879499217,0.1111579046493013,0.0006621890076624,52158.0,0.6123915417219477,0.3876084582780523,1.0,52158.0,18407.0,13292.0,20459.0,0.35290847041681045,0.2548410598565896,0.39225046972659994,0.0,0.0,1.0,0.3922504697265999,1,1,Type C,New-origin dependent,capacity_available
40_Sugar_2013_R1,40,Sugar,2013,1,150664.0,5.0,0.6089244942388361,0.9895794615833908,1.0,0.4439671309415237,0.9810849914662532,0.6095823789701018,0.0,0.1087109390431794,0.0004637788702346,91743.0,0.6089244942388361,0.3910755057611639,1.0,91743.0,91743.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2014_R1,40,Sugar,2014,1,171054.77,5.0,0.8111045368685129,0.9938579321699124,1.0,0.6746397240066467,0.6383160369800904,0.3966080530653753,-0.1997264021887825,0.1094925700709299,0.0006492301984789,138743.3,0.8111045368685129,0.188895463131487,1.0,138743.3,138743.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2015_R1,40,Sugar,2015,1,149774.48,8.0,0.7817920649766235,0.9889970574426296,0.9998151888092014,0.64121058094253,0.6705614969549034,0.3224719154226396,-0.0807926829268292,0.1157834980599656,0.0,117092.5,0.7817920649766235,0.2182079350233765,1.0,117092.5,117092.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2016_R1,40,Sugar,2016,1,199403.6,8.0,0.9905824167667986,0.9994916340527452,0.9999976429713404,0.981320213680226,0.0580138812110406,0.0278987795752965,-0.0714285714285714,0.1203445477944535,0.0,197525.7,0.9905824167667986,0.0094175832332014,1.0,197525.7,197525.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2017_R1,40,Sugar,2017,1,71831.28,10.0,0.962917547898353,0.9999433394476612,0.9999941529651152,0.9281785577253124,0.1764194811069621,0.0766180071449886,-0.0787878787878787,0.1153491388820219,0.0002782673221408,69167.6,0.962917547898353,0.0370824521016469,1.0,69167.6,69167.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2018_R1,40,Sugar,2018,1,80163.07999999999,11.0,0.9506875234833791,0.9970904311560882,0.9997568706192425,0.905296976341222,0.2330020037545271,0.0971693828323916,0.0870206489675516,0.1138015557788731,9.050592813829308e-05,76210.04,0.9506875234833791,0.0493124765166208,1.0,76210.04,76210.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2019_R1,40,Sugar,2019,1,95731.9,10.0,0.940829232471099,0.9990038848074674,0.9998928256934204,0.8877243824621927,0.2544235177144043,0.11049472980978,0.163323782234957,0.0969959506544872,0.0001812907904278,90067.37,0.940829232471099,0.059170767528901,1.0,90067.37,90067.37,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2020_R1,40,Sugar,2020,1,96348.06,10.0,0.9435280793406736,0.990385691211634,0.999337609911398,0.8916879791250579,0.2775371348047314,0.1205328461689338,0.3417910447761194,0.0897372204135131,0.0004587155963302,90907.1,0.9435280793406736,0.0564719206593262,1.0,90907.1,90907.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2021_R1,40,Sugar,2021,1,138141.13,12.0,0.9013314861402972,0.959089736706222,0.9917628442738232,0.8147827294832204,0.4740234631369255,0.1907610747379048,0.2521440823327616,0.0856995966147275,0.0002779064381658,124510.95,0.9013314861402972,0.0986685138597027,1.0,124510.95,124510.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sugar_2022_R1,40,Sugar,2022,1,156537.54,13.0,0.8343759586358646,0.9462981212046642,0.9930269761489796,0.7041160260313516,0.6820092904814248,0.265895811352935,0.1075862068965517,0.0869056354660628,9.100837277029488e-05,130611.16,0.8343759586358646,0.1656240413641354,1.0,130611.16,130611.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2010_R1,40,Sunflower Oil,2010,1,11999.0,4.0,0.9849154096174682,0.9999166597216432,1.0,0.970217619810124,0.0857732884234851,0.0618723489246504,-0.0697674418604651,0.0350708471271443,0.0001807011203469,11818.0,0.9849154096174682,0.0150845903825318,,,,,,,,,11818.0,0.9849154096174682,0.015084590382531848,,0,0,capacity_history_insufficient,,capacity_history_insufficient
40_Sunflower Oil_2011_R1,40,Sunflower Oil,2011,1,17149.0,6.0,0.9836142049099073,0.994868505452213,0.9998250626858708,0.9675834461648464,0.103099122047858,0.0575407156030135,-0.1282051282051282,0.0310393298717691,0.0001792275293485,16868.0,0.9836142049099073,0.0163857950900927,1.0,16868.0,16868.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2012_R1,40,Sunflower Oil,2012,1,25787.0,6.0,0.9391941676038312,0.997518129289952,0.9999224415403108,0.8842329713385637,0.2728552214181265,0.1522833985834498,0.3214285714285714,0.0417139688302719,0.0001891968593321,24219.0,0.9391941676038312,0.0608058323961686,1.0,24219.0,24219.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2013_R1,40,Sunflower Oil,2013,1,28756.0,8.0,0.7860968145778272,0.9879329531228264,0.9987828627069132,0.6544958032647556,0.6201382041866446,0.2982234372819532,0.3518518518518518,0.0408327736736064,0.0001855115480938,22605.0,0.7860968145778272,0.2139031854221728,1.0,22605.0,22605.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2014_R1,40,Sunflower Oil,2014,1,38095.66,9.0,0.8701720878441271,0.9875358505404552,0.9992518832853924,0.7682056544611576,0.4795021092396865,0.2182308145401347,0.4,0.0330491342181594,0.0001854943424225,33149.78,0.8701720878441271,0.1298279121558728,1.0,33149.78,33149.78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2015_R1,40,Sunflower Oil,2015,1,37169.130000000005,11.0,0.9556368416478944,0.9860424497425684,0.9983615435712376,0.9137966423642244,0.2443606062024244,0.1019062879744755,0.24,0.0347974411362254,0.0001849796522382,35520.19,0.9556368416478944,0.0443631583521056,1.0,35520.19,35520.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2016_R1,40,Sunflower Oil,2016,1,75214.19,14.0,0.9691999608052682,0.9900054763602452,0.9990407395200293,0.9396318809703708,0.1788045951438161,0.0677532060926784,0.1020408163265306,0.0322489642609578,0.0001822821728034,72897.59,0.9691999608052682,0.0308000391947318,1.0,72897.59,72897.59,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2017_R1,40,Sunflower Oil,2017,1,138815.86,17.0,0.9868565450662484,0.998176361116086,0.999344959574504,0.9739904172934736,0.0819476548669048,0.0289239266216299,0.196078431372549,0.0354096390986637,0.0001855115480938,136991.34,0.9868565450662484,0.0131434549337516,1.0,136991.34,136991.34,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2018_R1,40,Sunflower Oil,2018,1,124031.39,15.0,0.9792970956787632,0.9984531335172492,0.9998950265735148,0.959305809287501,0.1149395687136989,0.0424436624797121,0.3,0.0402662795829279,0.0001810118562765,121463.58,0.9792970956787632,0.0207029043212367,1.0,121463.58,121463.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2019_R1,40,Sunflower Oil,2019,1,97652.95,15.0,0.9819683890758036,0.9981407627726556,0.9998976989430424,0.9644769131752736,0.1032265506084074,0.038118403627227,0.160919540229885,0.0376447876447876,0.0,95892.11,0.9819683890758036,0.0180316109241963,1.0,95892.11,95892.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2020_R1,40,Sunflower Oil,2020,1,95731.04,13.0,0.9643329895925083,0.99813832587633,0.9997191088700172,0.9305393112647468,0.1857156941821622,0.0724052089535054,0.4487179487179487,0.0598600482009217,0.0002752293577981,92316.6,0.9643329895925083,0.0356670104074916,1.0,92316.6,92316.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2021_R1,40,Sunflower Oil,2021,1,100700.64,16.0,0.9828344685793456,0.9972761841434176,0.9987757773932716,0.9661463472524988,0.1029805228184364,0.0371423723945777,0.6626506024096386,0.0342350180600595,0.0,98972.06,0.9828344685793456,0.0171655314206543,1.0,98972.06,98972.06,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Sunflower Oil_2022_R1,40,Sunflower Oil,2022,1,80072.49,16.0,0.9722460235718908,0.9879496691060812,0.9946186261973368,0.9454279532481316,0.1764293921315868,0.0636334522738236,0.2621359223300971,0.0735369538973796,0.0003640334910811,77850.16,0.9722460235718908,0.027753976428109,1.0,77850.16,77850.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2010_R1,40,Wheat,2010,1,632530.0,4.0,0.742941836750826,0.9999936761892716,0.9999999999999998,0.6036019312220928,0.6667905643745381,0.4809877202673496,-0.0269090909090909,0.1570261908473385,0.1715757137694253,469933.0,0.742941836750826,0.2570581632491739,,,,,,,,,469933.0,0.742941836750826,0.25705816324917397,,0,0,capacity_history_insufficient,,capacity_history_insufficient
40_Wheat_2011_R1,40,Wheat,2011,1,655528.0,5.0,0.6354251839738349,0.9999938980485958,1.0,0.4793540046147921,0.8831201295568976,0.5487133879065109,0.0557993730407523,0.1575437672284971,0.1730441795859844,416539.0,0.6354251839738349,0.3645748160261651,1.0,416539.0,52.0,0.0,416487.0,0.0001248382504399348,0.0,0.99987516174956,0.0,0.0,1.0,0.99987516174956,1,1,Type C,New-origin dependent,capacity_available
40_Wheat_2012_R1,40,Wheat,2012,1,910963.0,6.0,0.6550287991938202,0.9795535054661934,0.9999978045211492,0.484317469113123,0.9468163303662368,0.5284282553696531,0.0266940451745379,0.1620245151637221,0.1844669378488317,596707.0,0.6550287991938202,0.3449712008061798,1.0,596707.0,596707.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2013_R1,40,Wheat,2013,1,940367.0,7.0,0.7490671195394989,0.995515580619056,0.9999914926831756,0.6043119164044701,0.7003161372999417,0.3598913020932268,0.073095823095823,0.1625120162235478,0.181059270939616,704398.0,0.7490671195394989,0.2509328804605011,1.0,704398.0,704398.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2014_R1,40,Wheat,2014,1,779693.6100000001,13.0,0.5873634516512197,0.9977808334225028,0.9999625878683291,0.5078830662961228,0.7272427104292394,0.2835310211149636,0.0179948586118251,0.1817489299250748,0.2035800408087553,457963.53,0.5873634516512197,0.4126365483487803,1.0,457963.53,457963.53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2015_R1,40,Wheat,2015,1,755873.19,13.0,0.5014905608704021,0.98495377247075,0.9999671638042884,0.368844749263423,1.0970389446689766,0.427703939447244,0.0857334226389819,0.1766944171462081,0.1995005549389567,379063.27,0.5014905608704021,0.4985094391295979,1.0,379063.27,379063.27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2016_R1,40,Wheat,2016,1,878117.46,16.0,0.4522289649040802,0.9111586279129446,0.9999635925699506,0.3221200692666029,1.2777913361994573,0.4608658060064598,0.1575682382133995,0.1767285154675737,0.1962267590229675,397110.15,0.4522289649040802,0.5477710350959197,1.0,397110.15,397110.15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2017_R1,40,Wheat,2017,1,1426043.22,12.0,0.5906430241293809,0.999986388911831,0.9999948949653852,0.4337692875419119,0.9577691166197476,0.3854346466904339,0.221824686940966,0.1769312354962958,0.2012800296818477,842282.48,0.5906430241293809,0.4093569758706191,1.0,842282.48,842282.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2018_R1,40,Wheat,2018,1,1242764.03,11.0,0.4611761574721469,0.9999760533783714,0.9999921706778075,0.3617718118396771,1.0565548002532126,0.4406175750203641,0.1962962962962963,0.17498258654884,0.1941352158566386,573133.14,0.4611761574721469,0.5388238425278531,1.0,573133.14,573133.14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2019_R1,40,Wheat,2019,1,1156296.39,10.0,0.3804181123492048,0.9999876069837076,0.999997007687622,0.3378400148265232,1.0919627864074506,0.4742334125804549,0.1567085953878406,0.1690314007387177,0.1892675852066715,439876.09,0.3804181123492048,0.6195818876507951,1.0,439876.09,439876.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2020_R1,40,Wheat,2020,1,1150370.83,10.0,0.3867782530612324,0.9809419107054372,0.9999967141030512,0.3271785215649685,1.1629549456274344,0.505064915588091,0.2582222222222222,0.1606803095006553,0.1811009174311926,444938.42,0.3867782530612324,0.6132217469387675,1.0,444938.42,444938.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2021_R1,40,Wheat,2021,1,1399334.8,14.0,0.6306851226740019,0.9722783068069196,0.9998092450784468,0.4659864773289126,0.9735698212595644,0.3689081742689912,0.2541436464088398,0.171457196340531,0.194812413154238,882539.64,0.6306851226740019,0.3693148773259981,1.0,882539.64,882539.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
40_Wheat_2022_R1,40,Wheat,2022,1,1217161.64,15.0,0.4976059301375946,0.933028015900994,0.9958576906843696,0.3447597757021264,1.2511007805319476,0.4619932008729875,0.1327780499755022,0.1747975498202342,0.1977611940298507,605666.85,0.4976059301375946,0.5023940698624054,1.0,605666.85,605666.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2010_R1,41,Maize,2010,1,1572394.0,16.0,0.9550907724145477,0.994131877888112,0.9997863130996428,0.9130944192412876,0.2268540120868656,0.0818202895608715,,,,1501779.0,0.9550907724145477,0.0449092275854524,,,,,,,,,1501779.0,0.9550907724145475,0.04490922758545246,,0,0,capacity_history_insufficient,,capacity_history_insufficient
41_Maize_2011_R1,41,Maize,2011,1,1752765.0,12.0,0.9616622878708784,0.9979312685956188,0.9998396818740674,0.9254625462902468,0.1969754553378935,0.0792687545645622,,,,1685568.0,0.9616622878708784,0.0383377121291217,1.0,1685568.0,988668.0,0.0,696900.0,0.5865488666135095,0.0,0.4134511333864905,0.0,0.0,1.0,0.4134511333864905,1,1,Type C,New-origin dependent,capacity_available
41_Maize_2012_R1,41,Maize,2012,1,5207109.0,13.0,0.981933737127454,0.9956050468695776,0.9998711377080832,0.9643214556618236,0.1110896029354965,0.0433106418309323,,,,5113036.0,0.981933737127454,0.0180662628725459,1.0,5113036.0,985042.0,472.0,4127522.0,0.1926530538803169,9.23130601857683e-05,0.8072546330594973,0.0,0.0,1.0,0.8072546330594973,1,1,Type C,New-origin dependent,capacity_available
41_Maize_2013_R1,41,Maize,2013,1,3264885.0,19.0,0.9089842368107912,0.967417535380266,0.9956353745997176,0.8284717853709171,0.4407532276397553,0.1496900532693433,,,,2967729.0,0.9089842368107912,0.0910157631892087,1.0,2967729.0,1484313.0,20.0,1483396.0,0.5001511256587108,6.739159808729166e-06,0.4998421351814805,0.0,0.0,1.0,0.4998421351814805,1,1,Type C,New-origin dependent,capacity_available
41_Maize_2014_R1,41,Maize,2014,1,2598461.49,24.0,0.3952603122857903,0.8774703680522891,0.971560617586832,0.3111283419042405,1.3959700029186033,0.4392531018789468,,,,1027068.7,0.3952603122857903,0.6047396877142097,1.0,1027068.7,1027068.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2015_R1,41,Maize,2015,1,4728586.72,18.0,0.8143539852431849,0.945834885735161,0.9896692874863884,0.6749585567135112,0.7235302080483343,0.2503242726724452,,,,3850743.44,0.8143539852431849,0.185646014756815,1.0,3850743.44,3850743.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2016_R1,41,Maize,2016,1,3166587.66,21.0,0.8401230901026122,0.9544220481172468,0.9994891504124662,0.7137147867983265,0.6455954016317693,0.2120514513647404,,,,2660323.41,0.8401230901026122,0.1598769098973878,1.0,2660323.41,2660323.41,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2017_R1,41,Maize,2017,1,2825403.68,23.0,0.6447975250035777,0.9658801569905224,0.999601568438532,0.4914038098751979,0.9136062994333802,0.2913755333344312,,,,1821813.3,0.6447975250035777,0.3552024749964223,1.0,1821813.3,1821813.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2018_R1,41,Maize,2018,1,3521508.51,21.0,0.8319886666978408,0.9602169525922852,0.9997599579845964,0.7025693653192963,0.6490898409146696,0.2131992304842509,,,,2929855.17,0.8319886666978408,0.1680113333021592,1.0,2929855.17,2929855.17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2019_R1,41,Maize,2019,1,4791057.83,25.0,0.8636285861738388,0.9594980092319192,0.9983048273913236,0.7519263463110031,0.5754605374532541,0.1787768676900783,,,,4137694.5,0.8636285861738388,0.1363714138261612,1.0,4137694.5,4137694.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2020_R1,41,Maize,2020,1,11294156.21,23.0,0.5575998687200732,0.9651929588461038,0.9891264865018188,0.4596504997504241,0.9364245256062332,0.2986529271363174,,,,6297620.02,0.5575998687200732,0.4424001312799268,1.0,6297620.02,6297620.02,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2021_R1,41,Maize,2021,1,28348177.35,21.0,0.6994146662483752,0.994986300239158,0.9992319961269044,0.5735837002652182,0.6676037522709073,0.2192802864577065,,,,19827131.0,0.6994146662483752,0.3005853337516248,1.0,19827131.0,19827131.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2022_R1,41,Maize,2022,1,20618471.3,22.0,0.720939772096489,0.9856279752417918,0.9973445034210656,0.5850993102607335,0.7049340482980653,0.2280570580750767,,,,14864676.0,0.720939772096489,0.279060227903511,1.0,14864676.0,14864676.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Maize_2023_R1,41,Maize,2023,1,26242022.36,18.0,0.4542676877743503,0.9367670975492606,0.9794718702465124,0.3258606485402758,1.3036672002700709,0.4510378973599507,,,,11920902.82,0.4542676877743503,0.5457323122256497,1.0,11920902.82,11920902.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,Type A,Existing-network resilient,capacity_available
41_Palm Oil_2010_R1,41,Palm Oil,2010,1,5695939.0,8.0,0.6028140399677735,0.998685379179798,0.9999292478378016,0.5187144350292,0.6931340990490242,0.3333270424563556,,,,3433592.0,0.6028140399677735,0.3971859600322265,,,,,,,,,3433592.0,0.6028140399677735,0.3971859600322265,,0,0,capacity_history_insufficient,,capacity_history_insufficient
41_Palm Oil_2011_R1,41,Palm Oil,2011,1,5912052.0,7.0,0.6393436661247228,0.998665776282076,0.9999391074368084,0.5372283028319215,0.6699834002469397,0.3443033588021515,,,,3779833.0,0.6393436661247228,0.3606563338752772,0.1864764924799587,704850.0,479985.0,0.0,224865.0,0.6809746754628644,0.0,0.31902532453713556,3074983.0,0.5201211017765067,0.4798788982234933,0.0594907235319655,0,1,Type D,Structurally constrained,capacity_available
41_Palm Oil_2012_R1,41,Palm Oil,2012,1,6340593.0,7.0,0.5410580682280033,0.998966342737974,0.9999941645836596,0.4979002445672142,0.7250345990566542,0.3725940786159314,,,,3430629.0,0.5410580682280033,0.4589419317719967,0.2909772522764776,998235.0,47756.0,0.0,950479.0,0.04784043837372963,0.0,0.9521595616262704,2432394.0,0.38362247821299994,0.616377521787,0.2770567729707875,0,1,Type D,Structurally constrained,capacity_available
41_Palm Oil_2013_R1,41,Palm Oil,2013,1,5978515.0,7.0,0.5852493470368478,0.9991116523083072,0.9999974910157452,0.5074015517763474,0.7241726527547919,0.3721511258401926,,,,3498922.0,0.5852493470368478,0.4147506529631521,0.3315675513772527,1160129.0,8221.0,0.0,1151908.0,0.007086280922207789,0.0,0.9929137190777922,2338793.0,0.39119965409470414,0.6088003459052959,0.329217970563505,0,1,Type D,Structurally constrained,capacity_available
41_Palm Oil_2014_R1,41,Palm Oil,2014,1,5323660.83,5.0,0.5391487008010614,0.9999998553626868,1.0,0.5030616750331321,0.6901285882968098,0.4288010012471156,,,,2870244.82,0.5391487008010614,0.4608512991989386,0.7453562898512603,2139355.0299999984,1006493.0599999988,362085.8400000001,770776.1299999999,0.47046565244479294,0.16925000054806255,0.3602843470071447,730889.7900000014,0.13729082549385502,0.862709174506145,0.2685402041767294,0,1,Type D,Structurally constrained,capacity_available
41_Palm Oil_2015_R1,41,Palm Oil,2015,1,5908872.86,9.0,0.5836166239664192,0.999404539565605,0.9999996987581148,0.512675157566515,0.6905420245107684,0.3142792191720062,,,,3448516.43,0.5836166239664192,0.4163833760335808,0.666893128300972,2299791.91,438061.89,968279.56,893450.4599999998,0.19047892467801575,0.4210292052031786,0.3884918701188056,1148724.52,0.19440670788100184,0.8055932921189981,0.2590825585830251,0,1,Type D,Structurally constrained,capacity_available
41_Palm Oil_2016_R1,41,Palm Oil,2016,1,4478024.44,9.0,0.5903374591675967,0.9999404737505184,0.9999977445411176,0.5153607993082269,0.6850775799087213,0.3117922432577499,,,,2643545.57,0.5903374591675967,0.4096625408324033,1.0,2643545.57,2016265.369999999,409598.76,217681.44000000088,0.7627125451822641,0.15494295413261971,0.0823445006851162,0.0,0.0,1.0,0.0823445006851162,1,1,Type C,New-origin dependent,capacity_available
41_Palm Oil_2017_R1,41,Palm Oil,2017,1,5078558.23,9.0,0.6330417127067183,0.9999813706970136,0.9999989800254784,0.5351729789857214,0.6599050987495553,0.3003357533664509,,,,3214939.2,0.6330417127067183,0.3669582872932817,1.0,3214939.2,2511326.3599999994,285817.99,417794.8500000008,0.7811427226990791,0.08890307785602912,0.12995419944489175,0.0,0.0,1.0,0.1299541994448917,1,1,Type C,New-origin dependent,capacity_available
41_Palm Oil_2018_R1,41,Palm Oil,2018,1,5327144.119999999,12.0,0.6672126227364017,0.9999781440116172,0.999994563691286,0.5557398307187088,0.6384363802248296,0.2569256999168551,,,,3554337.8,0.6672126227364017,0.3327873772635983,0.9394586496533897,3339153.389999999,2391455.4499999997,69036.79000000001,878661.1499999999,0.7161861617863564,0.020674938206417654,0.2631389000072261,215184.4100000006,0.04039395314876531,0.9596060468512347,0.2472081156720669,0,1,Type D,Structurally constrained,capacity_available
41_Palm Oil_2019_R1,41,Palm Oil,2019,1,7551964.78,11.0,0.6956042040757505,0.9995388961546507,0.999980244876089,0.5753730726693755,0.6272806814633795,0.261596362684904,,,,5253178.45,0.6956042040757505,0.3043957959242495,0.4184028223903188,2197944.6900000004,979614.01,196784.43999999992,1021546.2400000005,0.44569547835164125,0.08953111554413132,0.4647734061042274,3055233.76,0.40456144182388515,0.5954385581761148,0.1944625048859705,0,1,Type D,Structurally constrained,capacity_available
41_Palm Oil_2020_R1,41,Palm Oil,2020,1,6461454.64,16.0,0.5798512469322233,0.9992564754737642,0.9998868381748788,0.5106841928052248,0.6978495531401985,0.2516960224004859,,,,3746682.53,0.5798512469322233,0.4201487530677766,1.0,3746682.53,2414029.34,214275.59999999992,1118377.59,0.644311152778669,0.057190754296441534,0.2984980929248895,0.0,0.0,1.0,0.2984980929248895,1,1,Type C,New-origin dependent,capacity_available
